estate,feature_set,method,n_clusters,ari,ami,silhouette_sample,max_cluster_size,max_cluster_unhealthy_rate,max_cluster_enrichment,unhealthy_in_max_cluster,total_unhealthy,bic,aic
AHCensus_Basemap,extended_indices,kmeans,6,-0.0005929492242239846,-0.0002867231094358355,0.22446480201281543,424,0.08018867924528301,1.2584610849056603,34,160,,
AHCensus_Basemap,extended_indices,kmeans,7,-0.0008105944029291523,0.0017312719564998797,0.23886490611169636,402,0.0845771144278607,1.327332089552239,34,160,,
AHCensus_Basemap,extended_indices,kmeans,8,-0.0005762780099933132,0.0022992125833616803,0.22940318078599012,339,0.09734513274336283,1.5277101769911505,33,160,,
AHCensus_Basemap,extended_indices,kmeans,9,-0.0005508089400000344,0.0024759282737059035,0.22771700956576138,289,0.09342560553633218,1.4661980968858133,27,160,,
AHCensus_Basemap,extended_indices,kmeans,10,-0.0007538360924935647,0.0024056329145787864,0.21722418974665259,300,0.09666666666666666,1.5170625000000002,29,160,,
AHCensus_Basemap,extended_indices,kmeans,11,-0.0006423461492739011,0.0031758034187197915,0.212418417392336,311,0.10932475884244373,1.7157154340836016,34,160,,
AHCensus_Basemap,extended_indices,kmeans,12,-0.0005774942338473023,0.0007171895366435114,0.21525554939052594,224,0.09375,1.4712890625000001,21,160,,
AHCensus_Basemap,extended_indices,gmm_diag,2,0.0048868777199237495,0.0015212912901805258,,1099,0.07552320291173795,1.1852422656960875,83,160,62176.47645437937,61937.51056365391
AHCensus_Basemap,extended_indices,gmm_diag,3,0.0011046263472454252,0.00033125868187523154,,815,0.07607361963190185,1.1938803680981598,62,160,57781.20703021101,57419.84397594324
AHCensus_Basemap,extended_indices,gmm_diag,4,-0.0012971965221955776,0.00015811301760209264,,760,0.07631578947368421,1.1976809210526318,58,160,55479.36470152407,54995.60448371399
AHCensus_Basemap,extended_indices,gmm_diag,5,-0.0014382839894859886,0.000464715596156224,,693,0.07503607503607504,1.1775974025974028,52,160,52511.2510024167,51905.09362106431
